,message_id,dt,text,sender_id,source
120,14775,2022-04-18 07:56:38,"Куплю 10500€ в Питере! 💶
Завтра. Больше, чем по 100₽ - оставьте себе 
Предложения в лс",177782077,DollarEuroFrank
121,14774,2022-04-18 07:51:12,"Продам евро по 100, СПб",2024610916,DollarEuroFrank
122,14773,2022-04-18 07:44:14,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
123,14772,2022-04-18 07:31:53,Продам $ 500 - по 92 ₽ мск,731896425,DollarEuroFrank
124,14771,2022-04-18 07:17:14,Продам 1200 долларов в Тюмени,1728345231,DollarEuroFrank
125,14770,2022-04-18 07:07:41,Продам 2000 € в Челябинске,5059223288,DollarEuroFrank
126,14769,2022-04-18 07:02:22,Продам 1000€ Челябинск,271272148,DollarEuroFrank
127,14768,2022-04-18 06:05:21,"Куплю  до 3400$ по 87,5 Москва приеду к вам",5347834892,DollarEuroFrank
128,14767,2022-04-18 05:52:55,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
129,14766,2022-04-18 04:37:51,Продам $$ по 95 ЕКБ,2002214196,DollarEuroFrank
130,14764,2022-04-18 02:57:49,Куплю доллары в Омске,990376925,DollarEuroFrank
131,14763,2022-04-18 02:55:27,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
132,14762,2022-04-18 02:35:53,"В Германии есть евро по курсу 100р, в Москве беру рубли, предложение в личку",1316762833,DollarEuroFrank
133,14761,2022-04-18 02:08:50,,862967425,DollarEuroFrank
134,14760,2022-04-18 02:03:07,Хабаровск 💵,2116516130,DollarEuroFrank
135,14759,2022-04-18 01:27:38,🆘Москва СЗАО продам 3000$ по 97❗️писать в лс,537932752,DollarEuroFrank
136,14758,2022-04-18 01:24:23,Продам $ по 100 мск юг,210459547,DollarEuroFrank
137,14757,2022-04-18 01:04:57,,5244179272,DollarEuroFrank
138,14756,2022-04-18 01:01:00,"Продам $ по 92,Москва юго-запад",578982915,DollarEuroFrank
139,14755,2022-04-18 00:49:50,,80035485,DollarEuroFrank
140,14754,2022-04-18 00:42:03,95р,5184328819,DollarEuroFrank
141,14752,2022-04-18 00:31:57,"Куплю  600 $$$
Мск",515052008,DollarEuroFrank
142,14751,2022-04-17 23:53:49,,563370613,DollarEuroFrank
143,14750,2022-04-17 23:45:42,,1689472938,DollarEuroFrank
144,14749,2022-04-17 22:17:31,,1856940184,DollarEuroFrank
145,14748,2022-04-17 22:02:15,Куплю доллар,1822686894,DollarEuroFrank
146,14747,2022-04-17 21:59:41,Продам 27к $ курс 90.5 можно частями Москва,1414683716,DollarEuroFrank
147,14746,2022-04-17 21:33:41,Тоже продам немного долларов по 92,5184328819,DollarEuroFrank
148,14745,2022-04-17 21:18:23,Продам 1200$ спб по 92,373790910,DollarEuroFrank
149,14744,2022-04-17 21:17:31,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
150,14743,2022-04-17 21:08:20,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
151,14742,2022-04-17 21:04:42,,1863571009,DollarEuroFrank
152,14741,2022-04-17 21:03:17,Куплю  до 3400$ по 88 Москва приеду к вам,5347834892,DollarEuroFrank
153,14740,2022-04-17 20:57:27,"Продам $ по 92,Москва юго-запад",578982915,DollarEuroFrank
154,14739,2022-04-17 20:57:25,О нарушениях писать в личку мне,860029248,DollarEuroFrank
155,14738,2022-04-17 20:55:01,,833145401,DollarEuroFrank
156,14737,2022-04-17 20:53:20,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
157,14733,2022-04-17 20:31:43,Москва продам евро 💶 по 100₽,1036229499,DollarEuroFrank
158,14732,2022-04-17 20:27:44,Москва куплю срочно по 89 35000$,5353732800,DollarEuroFrank
159,14731,2022-04-17 20:25:51,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
160,14730,2022-04-17 20:25:49,🆘Москва СЗАО продам 3000$ по 97❗️писать в лс,537932752,DollarEuroFrank
161,14729,2022-04-17 20:24:05,Куплю  до 3400$ по 88 Москва приеду к вам,5246962078,DollarEuroFrank
162,14728,2022-04-17 20:23:50,Продам доллары Екатеринбург,94365040,DollarEuroFrank
163,14726,2022-04-17 20:18:45,Продам $ в Ростове по 100 рублей за 1 единицу. 100$ купюры нового образца. 3000$,220192010,DollarEuroFrank
164,14725,2022-04-17 20:16:52,,220192010,DollarEuroFrank
165,14724,2022-04-17 20:13:15,,402139072,DollarEuroFrank
166,14722,2022-04-17 19:57:41,"В Германии есть евро по курсу 100р, в Москве беру рубли, предложение в личку",1316762833,DollarEuroFrank
167,14721,2022-04-17 19:41:45,"Продаем $ 92р
Честно, безопасно, проверка в банке и тд",5045361587,DollarEuroFrank
168,14720,2022-04-17 19:32:01,Куплю 35000$ по 88.5,5353732800,DollarEuroFrank
169,14719,2022-04-17 19:28:41,,1750082761,DollarEuroFrank
170,14718,2022-04-17 19:15:04,,818067526,DollarEuroFrank
171,14717,2022-04-17 19:12:06,"Куплю доллар по 89
Москва",291223812,DollarEuroFrank
172,14716,2022-04-17 18:49:09,Продам до 3300$ по 90 Москва приеду к вам,5309686315,DollarEuroFrank
173,14714,2022-04-17 18:33:32,"Обменяю 3000$(купюры 100$ новые) в Нижнем Новгороде.
Курс 1$=105₽ 
Обмен в любом отделении сбербанка по городу,с проверкой в кассе.",503260035,DollarEuroFrank
174,14713,2022-04-17 18:31:08,Продам $ 500 - по 92 ₽ мск,731896425,DollarEuroFrank
175,14712,2022-04-17 18:18:59,"Продам Зеленые,новые РСО-Алания",963881008,DollarEuroFrank
176,14711,2022-04-17 18:15:44,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
177,14710,2022-04-17 18:08:54,"Продам $ по 92,Москва юго-запад",578982915,DollarEuroFrank
178,14709,2022-04-17 17:58:16,,5209445411,DollarEuroFrank
179,14708,2022-04-17 17:49:04,"Продам сегодня 1000$ по 91.
Казань",378203511,DollarEuroFrank
180,14707,2022-04-17 17:48:22,💵Продам 1000$ -90₽ сегодня Москва,355153480,DollarEuroFrank
181,14705,2022-04-17 17:42:44,"1000$ по 90 руб, мск",546186049,DollarEuroFrank
182,14704,2022-04-17 17:37:22,🆘Москва СЗАО продам 3000$ по 97❗️писать в лс,537932752,DollarEuroFrank
183,14703,2022-04-17 17:30:30,,804205735,DollarEuroFrank
184,14702,2022-04-17 17:28:17,,548047188,DollarEuroFrank
185,14700,2022-04-17 17:05:10,,5269709825,DollarEuroFrank
186,14699,2022-04-17 16:48:56,"Куплю $ Нового образца 87р
Старого и всякий неликвид по 80р.
Писать в личку",5184328819,DollarEuroFrank
187,14698,2022-04-17 16:41:11,"Купим $ 88p
Продаем $ 92р
Честно, безопасно, проверка в банке и тд",5045361587,DollarEuroFrank
188,14697,2022-04-17 16:27:05,🆘Москва СЗАО продам 3000$ по 97❗️писать в лс,537932752,DollarEuroFrank
189,14696,2022-04-17 16:17:37,Продам $ 500 - по 92 ₽ мск,731896425,DollarEuroFrank
190,14694,2022-04-17 16:00:30,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
191,14693,2022-04-17 15:51:28,"Продам $ по 92,Москва юго-запад",578982915,DollarEuroFrank
192,14692,2022-04-17 15:50:05,,5246962078,DollarEuroFrank
193,14691,2022-04-17 15:49:49,,5347834892,DollarEuroFrank
194,14690,2022-04-17 15:08:37,Продам доллары Екатеринбург,94365040,DollarEuroFrank
195,14689,2022-04-17 15:08:30,Продам до 3250$ по 90 Москва приеду к вам,5309686315,DollarEuroFrank
196,14688,2022-04-17 15:08:16,"Продам доллар 91 (сегодня) купюры нового образца, Москва, запад,  центр , встреча в банке",263773408,DollarEuroFrank
197,14687,2022-04-17 15:01:21,"Куплю 20 000 $ 
Краснодар/Москва
Предложения в ЛС",753774754,DollarEuroFrank
198,14686,2022-04-17 14:59:18,💵Продам 1000$ Москва сегодня,355153480,DollarEuroFrank
199,14685,2022-04-17 14:58:04,"продам $ 92р, Москва",5184328819,DollarEuroFrank
200,14683,2022-04-17 14:53:54,"Продам доллар Уфа, 97",1802265307,DollarEuroFrank
201,14682,2022-04-17 14:53:30,🆘Москва СЗАО продам 3000$ по 97❗️писать в лс,537932752,DollarEuroFrank
202,14681,2022-04-17 14:50:26,"Даю доллар в США, беру  в Москве рубль ,предложении в личку  Zelle по США",5250812163,DollarEuroFrank
203,14680,2022-04-17 14:47:58,"В Германии есть евро по курсу 100р, в Москве беру рубли, предложение в личку",1316762833,DollarEuroFrank
204,14679,2022-04-17 14:44:33,"Продам 27к $ можно частями Москва
Свои предложения пишите в лс",1414683716,DollarEuroFrank
205,14678,2022-04-17 14:32:47,"Купим $ 88p
Продаем $ 92р
Честно, безопасно, проверка в банке и тд",5045361587,DollarEuroFrank
206,14677,2022-04-17 14:30:15,,288159835,DollarEuroFrank
207,14676,2022-04-17 14:22:35,"Продам 700$,Пенза.",5114338336,DollarEuroFrank
208,14675,2022-04-17 14:14:49,💵Продам 1000$ москва сегодня,355153480,DollarEuroFrank
209,14674,2022-04-17 14:14:00,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
210,14673,2022-04-17 14:02:40,,805161311,DollarEuroFrank
211,14672,2022-04-17 14:02:02,"Продам $ по 92,Москва юго-запад",578982915,DollarEuroFrank
212,14671,2022-04-17 14:01:50,"Продам 27к $ Курс 91 Москва
Так же можно частями",1414683716,DollarEuroFrank
213,14670,2022-04-17 13:58:59,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
214,14669,2022-04-17 13:55:02,Продам $ 500 - по 93 мск,731896425,DollarEuroFrank
215,14666,2022-04-17 13:34:41,Беру доллары в США даю рубли в России,1576366613,DollarEuroFrank
216,14665,2022-04-17 13:29:59,Продам 1000 долларов по 90 Санкт-Петербурге,908564806,DollarEuroFrank
217,14664,2022-04-17 13:23:36,,830655657,DollarEuroFrank
218,14663,2022-04-17 13:22:02,,908564806,DollarEuroFrank
219,14661,2022-04-17 13:03:32,,5379751331,DollarEuroFrank
220,14660,2022-04-17 12:59:58,💵Продам 1000$ москва сегодня,355153480,DollarEuroFrank
221,14659,2022-04-17 12:54:27,Продам до 600 евро. Курс 110. Москва. Встреча в банке. Писать в личку,834343891,DollarEuroFrank
222,14658,2022-04-17 12:30:12,,345045196,DollarEuroFrank
223,14657,2022-04-17 12:21:12,Продам доллары Екатеринбург,94365040,DollarEuroFrank
224,14656,2022-04-17 12:14:18,🚦💵🚦Продам 1000$ москва сегодня,355153480,DollarEuroFrank
225,14655,2022-04-17 12:12:31,Беру доллары с США даю рубли в России,1576366613,DollarEuroFrank
226,14654,2022-04-17 12:12:04,Продам евро Челябинск,271272148,DollarEuroFrank
227,14653,2022-04-17 12:04:40,Куплю $ Краснодар,284684077,DollarEuroFrank
228,14652,2022-04-17 12:03:25,Продам 3500$ по 90 СПБ,831676468,DollarEuroFrank
229,14651,2022-04-17 11:47:01,🆘Москва СЗАО продам 3000$ по 97❗️писать в лс,537932752,DollarEuroFrank
230,14650,2022-04-17 11:46:05,Молодец,291223812,DollarEuroFrank
231,14648,2022-04-17 11:32:45,Бакс 95 продам пермь,1078382155,DollarEuroFrank
232,14646,2022-04-17 11:23:25,"Москва
Продам 40000$ по 90
Проверка банк/банкомат",291223812,DollarEuroFrank
233,14645,2022-04-17 11:14:35,"Продам $ по 92,Москва юго-запад",578982915,DollarEuroFrank
234,14644,2022-04-17 10:52:30,"Куплю доллар 89, евро 97 любые объёмы",1822686894,DollarEuroFrank
235,14643,2022-04-17 10:49:50,"Продам от 1000 евро по курсу 100 за евро , Москва.",509414141,DollarEuroFrank
236,14642,2022-04-17 10:33:23,🔹💵Продам 1000$ москва сегодня,355153480,DollarEuroFrank
237,14641,2022-04-17 10:30:23,Продам 5000$ по 95 СПБ Встреча в банке.,538071065,DollarEuroFrank
